article,study_ID,reference,product_type,product_detail,product,innovativeness,sustainability,health,animal_welfare,first_year,period_data_collection,choice_experiment,collection_type,sample_size,continent,country,dependent_variable,consumer_type,consumer_group_paper,WTP_estimate,WTP_adjusted,unit,reference_product,price_WTP_reference,relative_difference,WTP_OR_logit_coefficient,SE_OR_SD,Price_estimate,SE_price,SE_WTP,relative_SE_WTP,group_share
"Kallas, Z., Varela, E., Čandek-Potokar, M., Pugliese, C., Cerjak, M., Tomažin, U., Karolyi, D., Aquilani, C., Vitale, M. and Gil, J.M., 2019. Can innovations in traditional pork products help thriving EU untapped pig breeds? A non-hypothetical discrete choice experiment with hedonic evaluation. Meat science, 154, pp.75-85.
https://doi.org/10.1016/j.meatsci.2019.04.011",KallasVarela2019,Kallas et al. (2019b),improved_health,salami,salami without nitrites,1,0,1,0,2017,2017,1,in_person,480,Europe,Slovenia,WTP of innovative (traditional) product,average,average,4.9,4.9,Euro/Dry-cured ham 100 g,WTP of TTP (traditional product without innovation),4.3499999999999996,0.12643678160919558,4.9000000000000004,0.15306122448979606,4.3499999999999996,0.25510204081632654,0.15306122448979606,0.035186488388458864,1
"Kallas, Z., Vitale, M., & Gil, J. M. (2019). Health innovation in patty products. the role of food neophobia in consumers’ non-hypothetical willingness to pay, purchase intention and hedonic evaluation. Nutrients, 11(2), 444.10.3390/nu11020444",Kallas2019,Kallas et al. (2019a),improved_health,burger,patty meat enriched with porcini ITPP1,1,0,1,0,2017,2017,1,online,121,Europe,Spain,WTP,average,average before tasting,3.13,3.13,€/item,TPP WTP,3.48,-0.10057471264367819,4,1.552795031,-1.27,-0.49301242200000001,1.72,0.49,1
"Kallas, Z., Vitale, M., & Gil, J. M. (2019). Health innovation in patty products. the role of food neophobia in consumers’ non-hypothetical willingness to pay, purchase intention and hedonic evaluation. Nutrients, 11(2), 444.10.3390/nu11020444",Kallas2019,Kallas et al. (2019a),improved_health,burger,patty meat enriched with blueberries ITPP2,1,0,1,0,2017,2017,1,online,121,Europe,Spain,WTP,average,average before tasting,3.6,3.6,€/item,TPP WTP,3.48,0.03448275862068969,4.6399999999999997,1.801242236,-1.28,-0.49689441000000001,1.98,0.57,1
"Kallas, Z., Vitale, M., & Gil, J. M. (2019). Health innovation in patty products. the role of food neophobia in consumers’ non-hypothetical willingness to pay, purchase intention and hedonic evaluation. Nutrients, 11(2), 444.10.3390/nu11020444",Kallas2019,Kallas et al. (2019a),improved_health,burger,patty meat enriched with porcini ITPP1,1,0,1,0,2017,2017,1,online,121,Europe,Spain,WTP,cons_experience,after tasting,2.59,2.59,€/item,TPP WTP,3.6,-0.2805555555555556,3.25,1.2616459630000001,-1.25,-0.48524844700000003,1.0093167700000001,0.28,1
"Kallas, Z., Vitale, M., & Gil, J. M. (2019). Health innovation in patty products. the role of food neophobia in consumers’ non-hypothetical willingness to pay, purchase intention and hedonic evaluation. Nutrients, 11(2), 444.10.3390/nu11020444",Kallas2019,Kallas et al. (2019a),improved_health,burger,patty meat enriched with blueberries ITPP2,1,0,1,0,2017,2017,1,online,121,Europe,Spain,WTP,cons_experience,after tasting,1.73,1.73,€/item,TPP WTP,3.6,-0.5194444444444445,2.06,0.79968944099999995,-1.19,-0.46195652199999998,0.67200793400000003,0.19,1
"Kallas, Z., Vitale, M., & Gil, J. M. (2019). Health innovation in patty products. the role of food neophobia in consumers’ non-hypothetical willingness to pay, purchase intention and hedonic evaluation. Nutrients, 11(2), 444.10.3390/nu11020444",Kallas2019,Kallas et al. (2019a),improved_health,burger,patty meat enriched with porcini ITPP1,1,0,1,0,2017,2017,1,online,121,Europe,Spain,WTP,neophobia,food neophopia before tasting,2.88,2.88,€/item,TPP WTP,2.88,0,NA,NA,NA,NA,NA,NA,0
"Kallas, Z., Vitale, M., & Gil, J. M. (2019). Health innovation in patty products. the role of food neophobia in consumers’ non-hypothetical willingness to pay, purchase intention and hedonic evaluation. Nutrients, 11(2), 444.10.3390/nu11020444",Kallas2019,Kallas et al. (2019a),improved_health,burger,patty meat enriched with blueberries ITPP2,1,0,1,0,2017,2017,1,online,121,Europe,Spain,WTP,neophobia,food neophobia before tasting,3.34,3.34,€/item,TPP WTP,2.88,0.1597222222222222,NA,NA,NA,NA,NA,NA,1
"Kilders, V. and Caputo, V., 2021. Is Animal Welfare Promoting Hornless Cattle? Assessing Consumer’s Valuation for Milk from Gene‐edited Cows under Different Information Regimes. Journal of Agricultural Economics, 72(3), pp.735-759.

https://doi.org/10.1111/1477-9552.12421""",Kilders2021,Kilders and Caputo (2021),lab_gene_engin,milk,gene-edited cattle milk,1,0,0,1,2019,2019,1,online,1000,North_America,USA,WTP for milk from gene-edited cows under no information,average,average,-2.67,0.28500000000000014,$/gallon,convetional milk,2.9550000000000001,-0.9035532994923857,-2.67,0.28000000000000003,NA,NA,0.28000000000000003,0.09475465313028764,NA
"Kornher, L., Schellhorn, M. and Vetter, S., 2019. Disgusting or innovative-consumer willingness to pay for insect based burger patties in Germany. Sustainability, 11(7), p.1878. https://doi.org/10.3390/su11071878",kornher2019,Kornher et al. (2019),insects,burger,insect meat,1,1,1,0,2016,2016,1,online,261,Europe,Germany,WTA for one insect burger patty by consumer class,average,average calculated,NA,NA,Euro/patty,"no choice, but 0.71 Euros for a beef patty",0.71,-5.715915492957748,NA,NA,NA,NA,1.5674285297943824,2.207645816611806,1
"Kornher, L., Schellhorn, M. and Vetter, S., 2019. Disgusting or innovative-consumer willingness to pay for insect based burger patties in Germany. Sustainability, 11(7), p.1878. https://doi.org/10.3390/su11071878",kornher2019,Kornher et al. (2019),insects,burger,insect meat,1,1,1,0,2016,2016,1,online,261,Europe,Germany,WTA for one insect burger patty by consumer class,neophobia,class 1,-9.8,-9.8,Euro/patty,"no choice, but 0.71 Euros for a beef patty",0.71,-14.802816901408454,1.629,0.14199999999999999,-0.317,0.13869999999999999,4.3721552123118919,6.157965087763229,0.33
"Kornher, L., Schellhorn, M. and Vetter, S., 2019. Disgusting or innovative-consumer willingness to pay for insect based burger patties in Germany. Sustainability, 11(7), p.1878. https://doi.org/10.3390/su11071878",kornher2019,Kornher et al. (2019),insects,burger,insect meat,1,1,1,0,2016,2016,1,online,261,Europe,Germany,WTA for one insect burger patty by consumer class,technology_open,class 3,-0.47,-0.47,Euro/patty,"no choice, but 0.71 Euros for a beef patty",0.71,-1.6619718309859155,0.15229999999999999,7.8799999999999995E-2,-0.68420000000000003,7.9500000000000001E-2,0.24923461946291586,0.3510346752998816,0.5
"Latacz-Lohmann, U., & Schreiner, J. A. (2018). Assessing Consumer and Producer Preferences for Animal Welfare Using a Common Elicitation Format. Journal of Agricultural Economics, 69(3), 747–766. https://doi.org/10.1111/1477-9552.12297",Latacz2018,Latacz-Lohmann et al. (2018),improved_animal_welfare,pork,castrated piglet with anesthesia,0,0,0,1,2014,2014,1,online,554,Europe,Germany,WTP,average,average,1.78,8.78,Euro/ kg,reference product,7,0.25428571428571417,0.84,NA,"−0,47",NA,0.25255102040816324,0.03607871720116618,1
"Li, S., Lopez, R. A., Zhu, C., & Liu, Y. (2023). Consumer preferences for sustainably produced ultra-high-temperature milk in China. Journal of Dairy Science, 106(4), 2338-2346.",Li2023,Li et al. (2023),improved_environmental_footprint,milk,UHT milk green production,0,1,0,0,2017,2017,1,in_person,975,Asia,China,WTP,average,average,13.61,43.61,RMB/Litre,Lowest milk price in choice set,30,0.45366666666666666,0.69699999999999995,0.109,-8.0000000000000002E-3,1E-3,2.7247584860727518,0.09082528286909171,1
"Li, X., Jensen, K. L., Clark, C. D., & Lambert, D. M. (2016). Consumer willingness to pay for beef grown using climate friendly production practices. Food Policy, 64, 93–106. https://doi.org/10.1016/j.foodpol.2016.09.003",Li2016,Li et al. (2016),improved_environmental_footprint,beef,beef with required grazing,0,1,1,0,2013,2013,0,online,956,North_America,USA,WTP,average,average,64,703,$/year,average beef expenditure,639,0.10015649452269171,64,10.204081632653061,639,NA,10.204081632653061,0.015968828846092426,1
"Li, X., Jensen, K. L., Clark, C. D., & Lambert, D. M. (2016). Consumer willingness to pay for beef grown using climate friendly production practices. Food Policy, 64, 93–106. https://doi.org/10.1016/j.foodpol.2016.09.003",Li2016,Li et al. (2016),improved_environmental_footprint,beef,beef with required grazing,0,1,1,0,2013,2013,0,online,956,North_America,USA,WTP,ecological,supporters of grazing,306,899,$/year,average beef expenditure of supporters,593,0.5160202360876898,306,50.510204081632651,593,NA,50.510204081632651,0.08517740991843617,1
"Liljenstolpe, C. (2011). Demand for value‐added pork in Sweden: a latent class model approach. Agribusiness, 27(2), 129-146.",liljenstolpe2011,Liljenstolpe (2011),improved_animal_welfare,pork,castrated piglet with anesthesia,0,0,0,1,2002,2002,1,online,3000,Europe,Sweden,WTP,average,average (calculated ex-post by us),0.31405600000000006,NA,USD/lb,reference product without improvements,7.41,0.04238272604588394,NA,NA,NA,NA,0.14624339346341989,0.01973595053487448,1
"Liljenstolpe, C. (2011). Demand for value‐added pork in Sweden: a latent class model approach. Agribusiness, 27(2), 129-146.",liljenstolpe2011,Liljenstolpe (2011),improved_animal_welfare,pork,castrated piglet with anesthesia,0,0,0,1,2002,2002,1,online,3000,Europe,Sweden,WTP,animal_welfare,"Class 1, animal welfare",0.827,8.237,USD/lb,reference product without improvements,7.41,0.11160593792172739,1.3680000000000001,0.34399999999999997,-8.5199999999999998E-2,2.1499999999999998E-2,0.29461676328110703,0.039759347271404455,0.261
"Liljenstolpe, C. (2011). Demand for value‐added pork in Sweden: a latent class model approach. Agribusiness, 27(2), 129-146.",liljenstolpe2011,Liljenstolpe (2011),improved_animal_welfare,pork,castrated piglet with anesthesia,0,0,0,1,2002,2002,1,online,3000,Europe,Sweden,WTP,intermediate,"Class 2, intermediate",0.327,7.737,USD/lb,reference product without improvements,7.41,0.044129554655870436,0.41099999999999998,9.2999999999999999E-2,-6.5699999999999995E-2,4.8700000000000002E-3,7.7861670972010591E-2,0.010507647904454872,0.551
"Liljenstolpe, C. (2011). Demand for value‐added pork in Sweden: a latent class model approach. Agribusiness, 27(2), 129-146.",liljenstolpe2011,Liljenstolpe (2011),improved_animal_welfare,pork,castrated piglet with anesthesia,0,0,0,1,2002,2002,1,online,3000,Europe,Sweden,WTP,price_sensitive,"Class 3, food safety, price sensitive",-0.436,6.974,USD/lb,reference product without improvements,7.41,-0.05883940620782725,1.359,0.41399999999999998,-0.159,1.6899999999999998E-2,0.14067360394400591,0.018984292030230217,0.188
"Lin-Schilstra, L., & Fischer, A. R. (2022). Paradoxical consumers in four European countries: Meat-eating justification and willingness to pay for meat from animals treated by alternatives to surgical castration. Meat Science, 188, 108777.",Lin-Schilstra2022,Lin-Schilstra and Fischer (2022),improved_animal_welfare,pork,surgically castrated piglet,0,0,0,1,2019,2019,0,online,825,Europe,Belgium,WTP,average,average,0.4,3.6,Euro/kg,SC with pain relief,1,2.6,0.4,0.45,NA,NA,1.5666989036012807E-2,0.015666989036012807,1
"Lin-Schilstra, L., & Fischer, A. R. (2022). Paradoxical consumers in four European countries: Meat-eating justification and willingness to pay for meat from animals treated by alternatives to surgical castration. Meat Science, 188, 108777.",Lin-Schilstra2022,Lin-Schilstra and Fischer (2022),improved_animal_welfare,pork,surgically castrated piglet,0,0,0,1,2019,2019,0,online,913,Europe,France,WTP,average,average,0.36,3.2,Euro/kg,SC with pain relief,1,2.2,0.36,0.47,NA,NA,1.5554729719555136E-2,0.015554729719555136,1
"Lin-Schilstra, L., & Fischer, A. R. (2022). Paradoxical consumers in four European countries: Meat-eating justification and willingness to pay for meat from animals treated by alternatives to surgical castration. Meat Science, 188, 108777.",Lin-Schilstra2022,Lin-Schilstra and Fischer (2022),improved_animal_welfare,pork,surgically castrated piglet,0,0,0,1,2019,2019,0,online,914,Europe,Spain,WTP,average,average,0.36,2.2,Euro/kg,SC with pain relief,1,1.2000000000000002,0.36,0.45,NA,NA,1.4884677037251506E-2,0.014884677037251506,1
"Lin-Schilstra, L., & Fischer, A. R. (2022). Paradoxical consumers in four European countries: Meat-eating justification and willingness to pay for meat from animals treated by alternatives to surgical castration. Meat Science, 188, 108777.",Lin-Schilstra2022,Lin-Schilstra and Fischer (2022),improved_animal_welfare,pork,surgically castrated piglet,0,0,0,1,2019,2019,0,online,922,Europe,Poland,WTP,average,average,0.37,1.6,Euro/kg,SC with pain relief,1,0.6000000000000001,0.37,0.43,NA,NA,1.4161295821683861E-2,0.01416129582168386,NA
"Lombardi, G. V., Berni, R., & Rocchi, B. (2017). Environmental friendly food. Choice experiment to assess consumer's attitude toward “climate neutral” milk: the role of communication. Journal of cleaner production, 142, 257-262.",Lombardi2017,Lombardi et al. (2017),improved_environmental_footprint,milk,climate-neutral milk,0,1,0,0,2013,2013,1,in_person,39,Europe,Italy,WTP products with carbon labeling,average,average,0.55,1.3900000000000001,Euro/l,conventional milk,0.84,0.654761904761905,-0.79830000000000001,0.1241,-1.1167,0.3291,0.18325728070161917,0.2181634294066895,1
"Mancini, M. C., & Antonioli, F. (2019). Exploring consumers' attitude towards cultured meat in Italy. Meat science, 150, 101-110.",Mancini2019,Mancini and Antoniolo (2019),lab_gene_engin,burger,cultured meat,1,1,1,1,2017,2017-2018,0,online,525,Europe,Italy,WTP for cultured meat,average,average (calculated ex-post by us),4.4842,4.4842,Euro/kg,conventional beef,7,-0.35939999999999994,NA,NA,NA,NA,NA,NA,1
"Mancini, M.C. and Antonioli, F., 2020. To what extent are consumers’ perception and acceptance of alternative meat production systems affected by information? The case of cultured meat. Animals, 10(4), p.656. https://doi.org/10.3390/ani10040656",mancini2020,Mancini and Antonioli (2020),lab_gene_engin,burger,cultured meat,1,1,1,1,2017,2017-2018,0,online,525,Europe,Italy,"WTP for cultured meat relative to conventional burger (7 Euro/kg) (after basic information treatment, level 1)",average,average (calculated ex-post by us),4.3260000000000005,4.3260000000000005,Euro/kg,conventional beef burger Eur/kg,7,-0.38199999999999995,NA,NA,NA,NA,NA,NA,NA
"Markova-Nenova, N., & Wätzold, F. (2018). Fair to the cow or fair to the farmer? The preferences of conventional milk buyers for ethical attributes of milk. Land Use Policy, 79, 223-239.",markova2018,Markova-Nenova and Wätzold (2018),improved_environmental_footprint,milk,milk plus biodiversity conservation,0,1,0,0,2017,2017,1,online,1040,Europe,Germany,WTP,average,average,0.09,0.69,Euro/liter,lowest reference price,0.6,0.14999999999999997,0.43,0.04,NA,NA,1.020408163265306E-2,0.017006802721088433,1
"Markova-Nenova, N., & Wätzold, F. (2018). Fair to the cow or fair to the farmer? The preferences of conventional milk buyers for ethical attributes of milk. Land Use Policy, 79, 223-239.",markova2018,Markova-Nenova and Wätzold (2018),improved_environmental_footprint,milk,milk plus biodiversity conservation,0,1,0,0,2017,2017,1,online,1040,Europe,Germany,WTP,ecological,"Class 1 , organic, welfare etc",0.7,1.2999999999999998,Euro/liter,lowest reference price,0.6,1.1666666666666665,0.7,0.16836734693877553,NA,NA,0.16836734693877553,0.2806122448979592,1
"Markova-Nenova, N., & Wätzold, F. (2018). Fair to the cow or fair to the farmer? The preferences of conventional milk buyers for ethical attributes of milk. Land Use Policy, 79, 223-239.",markova2018,Markova-Nenova and Wätzold (2018),improved_environmental_footprint,milk,milk plus biodiversity conservation,0,1,0,0,2017,2017,1,online,1040,Europe,Germany,WTP,animal_welfare,"Class 2 , highest animal welfare",0.16,0.76,Euro/liter,lowest reference price,0.6,0.2666666666666667,0.16,1.5306122448979591E-2,NA,NA,1.5306122448979591E-2,0.025510204081632654,1
"Markova-Nenova, N., & Wätzold, F. (2018). Fair to the cow or fair to the farmer? The preferences of conventional milk buyers for ethical attributes of milk. Land Use Policy, 79, 223-239.",markova2018,Markova-Nenova and Wätzold (2018),improved_environmental_footprint,milk,milk plus biodiversity conservation,0,1,0,0,2017,2017,1,online,1040,Europe,Germany,WTP,price_sensitive,"Class 3 , price sensitive but interest in fairness",0.01,0.61,Euro/liter,lowest reference price,0.6,0.016666666666666684,0.01,7.6530612244897957E-3,NA,NA,3.3163265306122451E-2,0.05527210884353742,1
"Markova-Nenova, N., & Wätzold, F. (2018). Fair to the cow or fair to the farmer? The preferences of conventional milk buyers for ethical attributes of milk. Land Use Policy, 79, 223-239.",markova2018,Markova-Nenova and Wätzold (2018),improved_environmental_footprint,milk,milk plus biodiversity conservation,0,1,0,0,2017,2017,1,online,1040,Europe,Germany,WTP,animal_welfare,"Class 5, fairness",0.06,0.6599999999999999,Euro/liter,lowest reference price,0.6,0.09999999999999991,0.06,5.1020408163265319E-3,NA,NA,5.1020408163265319E-3,0.00850340136054422,1
"Martin-Collado, D., Byrne, T. J., Crowley, J. J., Kirk, T., Ripoll, G., & Whitelaw, C. B. A. (2022). Gene-edited meat: disentangling consumers' attitudes and potential purchase behavior. Frontiers in Nutrition, 9, 856491.",martin2022,Martin-Collado et al. (2022),lab_gene_engin,chicken,gene-edited chicken breast for lower emissions,1,1,0,0,2019,2019,0,online,848,Europe,UK,WTP,average,average,0.25,6.25,Pound/kg,price of normal chicken breast,6,0.041666666666666664,NA,NA,NA,NA,4.4987078248118373E-2,0.0074978463746863955,1
"Martin-Collado, D., Byrne, T. J., Crowley, J. J., Kirk, T., Ripoll, G., & Whitelaw, C. B. A. (2022). Gene-edited meat: disentangling consumers' attitudes and potential purchase behavior. Frontiers in Nutrition, 9, 856491.",martin2022,Martin-Collado et al. (2022),lab_gene_engin,chicken,gene-edited chicken breast for disease resistance,1,0,0,1,2019,2019,0,online,848,Europe,UK,WTP,average,average,0.43,6.43,Pound/kg,price of normal chicken breast,6,0.07166666666666661,NA,NA,NA,NA,4.2318353267297798E-2,0.007053058877882966,1
"Martin-Collado, D., Byrne, T. J., Crowley, J. J., Kirk, T., Ripoll, G., & Whitelaw, C. B. A. (2022). Gene-edited meat: disentangling consumers' attitudes and potential purchase behavior. Frontiers in Nutrition, 9, 856491.",martin2022,Martin-Collado et al. (2022),lab_gene_engin,chicken,gene-edited chicken breast for omega 3,1,0,1,0,2019,2019,0,online,848,Europe,UK,WTP,average,average,0.22,6.22,Pound/kg,price of normal chicken breast,6,0.036666666666666625,NA,NA,NA,NA,4.536832467394989E-2,0.007561387445658315,1
"Mazzocchi, C., Orsi, L., Zilia, F., Costantini, M., & Bacenetti, J. (2022). Consumer awareness of sustainable supply chains: A choice experiment on Parma ham PDO. Science of the Total Environment, 836, 155602.",Mazzocchi2022,Mazzocchi et al. (2022),improved_environmental_footprint,ham,pollutant abatement technology parma ham,0,1,0,0,2019,2019-2021,1,online,319,Europe,Italy,WTP,average,average,5.006,39.006,€ /kg,floor price,34,0.14723529411764708,1.478,0.13100000000000001,-1.448,0.33800000000000002,1.2499299731272016,0.036762646268447115,1
"Mazzocchi, C., Orsi, L., Zilia, F., Costantini, M., & Bacenetti, J. (2022). Consumer awareness of sustainable supply chains: A choice experiment on Parma ham PDO. Science of the Total Environment, 836, 155602.",Mazzocchi2022,Mazzocchi et al. (2022),improved_health,ham,antibiotic-free parma ham,0,0,1,0,2019,2019-2021,1,online,319,Europe,Italy,WTP,average,average,5.441,39.441,€ /kg,floor price,34,0.16002941176470595,1.6060000000000001,0.14000000000000001,-1.448,0.33800000000000002,1.3557436291970553,0.0398748126234428,1
"Menozzi, D., Sogari, G., Mora, C., Gariglio, M., Gasco, L., & Schiavone, A. (2021). Insects as feed for farmed poultry: are Italian consumers ready to embrace this innovation?. Insects, 12(5), 435.",menozzi2021,Menozzi et al. (2021),insects,duck,duck fed with live insects,1,1,0,0,2019,2019-2020,0,online,565,Europe,Italy,WTP,female,female (mean),8.83,8.83,Euro/kg,average price for a duck leg fed with vegetable meal,8.9499999999999993,-0.013407821229050192,NA,NA,NA,NA,0.11200595222278738,0.012514631533272334,0.5376344086021505
"Menozzi, D., Sogari, G., Mora, C., Gariglio, M., Gasco, L., & Schiavone, A. (2021). Insects as feed for farmed poultry: are Italian consumers ready to embrace this innovation?. Insects, 12(5), 435.",menozzi2021,Menozzi et al. (2021),insects,duck,duck fed with live insects,1,1,0,0,2019,2019-2020,0,online,565,Europe,Italy,WTP,average,average (calculated ex-post by us),8.871612903225806,8.871612903225806,Euro/kg,average price for a duck leg fed with vegetable meal,8.9499999999999993,-0.0087583348351054,NA,NA,NA,NA,0.10219099764656375,0.011417988563861873,1
"Menozzi, D., Sogari, G., Mora, C., Gariglio, M., Gasco, L., & Schiavone, A. (2021). Insects as feed for farmed poultry: are Italian consumers ready to embrace this innovation?. Insects, 12(5), 435.",menozzi2021,Menozzi et al. (2021),insects,duck,duck fed with insect-meal,1,1,0,0,2019,2019-2020,0,online,565,Europe,Italy,WTP,male,male (mean),8.9,8.9,Euro/kg,average price for a duck leg fed with vegetable meal,8.9499999999999993,-0.005586592178770831,NA,NA,NA,NA,0.11206310514564427,0.012521017334708858,0.46236559139784944
"Menozzi, D., Sogari, G., Mora, C., Gariglio, M., Gasco, L., & Schiavone, A. (2021). Insects as feed for farmed poultry: are Italian consumers ready to embrace this innovation?. Insects, 12(5), 435.",menozzi2021,Menozzi et al. (2021),insects,duck,duck fed with insect-meal,1,1,0,0,2019,2019-2020,0,online,565,Europe,Italy,WTP,female,female (mean),8.84,8.84,Euro/kg,average price for a duck leg fed with vegetable meal,8.9499999999999993,-0.012290502793296026,NA,NA,NA,NA,0.10219099764656375,0.011417988563861873,0.5376344086021505
"Menozzi, D., Sogari, G., Mora, C., Gariglio, M., Gasco, L., & Schiavone, A. (2021). Insects as feed for farmed poultry: are Italian consumers ready to embrace this innovation?. Insects, 12(5), 435.",menozzi2021,Menozzi et al. (2021),insects,duck,duck fed with insect-meal,1,1,0,0,2019,2019-2020,0,online,565,Europe,Italy,WTP,average,average (calculated ex-post by us),8.86774193548387,8.86774193548387,Euro/kg,average price for a duck leg fed with vegetable meal,8.9499999999999993,-0.00919084519733283,NA,NA,NA,NA,0.10675552046871925,0.01192799111382338,1
"Menozzi, D., Sogari, G., Mora, C., Gariglio, M., Gasco, L., & Schiavone, A. (2021). Insects as feed for farmed poultry: are Italian consumers ready to embrace this innovation?. Insects, 12(5), 435.",menozzi2021,Menozzi et al. (2021),insects,duck,duck fed with live insects,1,1,0,0,2019,2019-2020,0,online,565,Europe,Italy,WTP,male,male (mean),8.92,8.92,Euro/kg,average price for a duck leg fed with vegetable meal,8.9499999999999993,-0.0033519553072624986,NA,NA,NA,NA,0.11579854198383241,0.012938384579199151,0.46236559139784944
"Mulder, M., & Zomer, S. (2017). Dutch Consumers’ Willingness to Pay for Broiler Welfare. Journal of Agricultural & Food Industrial Organization, 137-154. https://doi.org/10.1080/10888705.2017.1281134",mulder2017,Mulder and Zomer (2017),improved_animal_welfare,chicken,chicken with improved animal welfare,0,0,0,1,2014,2014 unclear,1,online,1603,Europe,Netherlands,WTP,average,average,6.17,6.17,Euro/500g,WTP regular chicken,2,2.085,4.2812000000000001,0.56459999999999999,-0.43480000000000002,7.6E-3,0.82080884260807641,0.4104044213040382,1
"Ortega, D. L., Caputo, V., & Maredia, M. (2023). Effectiveness of nutritional information in increasing demand for enriched yoghurt among poor households in Kenya: Implications for agribusiness marketing strategies. Agribusiness, 39(1), 285-290.",Ortega2023,Ortega et al. (2023),improved_health,yoghurt,enriched yoghurt,0,0,1,0,2021,2021,1,in_person,383,Africa,Kenya,WTP,average,average,10.265,37.765,KES/ 150 ml,nonenriched yoghurt,27.5,0.3732727272727273,10.265000000000001,1.8149999999999999,NA,NA,1.8149999999999999,0.066,1
"Otieno, D. J., & Ogutu, S. O. (2020). Consumer willingness to pay for chicken welfare attributes in Kenya. Journal of International Food & Agribusiness Marketing, 32(4), 379-402.",Otieno2020,Otieno and Ogutu (2020),improved_animal_welfare,chicken,animal welfare chicken no antibiotics,0,0,1,1,NA,NA,1,in_person,200,Africa,Kenya,WTP - Antibiotics,average,average,2011.63,2611.63,Kshs/kg,conventional chicken,600,3.352716666666667,2611.63,332.26844783715012,NA,NA,332.26844783715012,0.5537807463952502,1
"Otieno, D. J., & Ogutu, S. O. (2020). Consumer willingness to pay for chicken welfare attributes in Kenya. Journal of International Food & Agribusiness Marketing, 32(4), 379-402.",Otieno2020,Otieno and Ogutu (2020),improved_animal_welfare,chicken,animal welfare chicken humane slaughter,0,0,0,1,NA,NA,1,in_person,200,Africa,Kenya,WTP - Humane slaughter,average,average,1407.59,2007.59,Kshs/kg,conventional chicken,600,2.3459833333333333,2007.59,190.29289099526065,NA,NA,190.29289099526065,0.3171548183254344,1
"Paci, F., Danza, A., Del Nobile, M. A., & Conte, A. (2018). Consumer acceptance and willingness to pay for a fresh fish-burger: A choice experiment. Journal of cleaner production, 172, 3128-3137.",Paci2018,Paci et al. (2018),improved_environmental_footprint,fish,enriched fresh fish burger with tomato peel,1,0,1,0,2014,2014,0,in_person,144,Europe,Italy,WTP,average,average,2.5777,2.5777,Euro/ burger,simple (control burger),2,0.28885000000000005,2.5777000000000001,1.695485290520201E-2,NA,NA,1.695485290520201E-2,0.008477426452601005,1
"Paci, F., Danza, A., Del Nobile, M. A., & Conte, A. (2018). Consumer acceptance and willingness to pay for a fresh fish-burger: A choice experiment. Journal of cleaner production, 172, 3128-3137.",Paci2018,Paci et al. (2018),improved_health,fish,enriched fresh fish burger with lycopene,1,1,0,0,2014,2014,1,in_person,144,Europe,Italy,WTP,average,average,2.3777,2.3777,Euro/ burger,simple (control burger),2,0.18884999999999996,2.3776999999999999,1.5020729503416761E-2,NA,NA,1.5020729503416761E-2,0.007510364751708381,1
"Reithmayer, C., Danne, M. and Mußhoff, O., 2021. Societal attitudes towards in ovo gender determination as an alternative to chick culling. Agribusiness, 37(2), pp.306-323.",reithmayer2021,Reithmayer et al. (2021),improved_animal_welfare,egg,in ovo gender determination egg,1,0,0,1,2018,2018-2019,1,online,482,Europe,Germany,WTP,average,average calculated,NA,NA,Euros/10 eggs,statista price for freilandhaltung of 2.01 in 2018,2.0099999999999998,2.5304477611940297,NA,NA,NA,NA,1.4133460821870627,0.7031572548194344,1
"Reithmayer, C., Danne, M. and Mußhoff, O., 2021. Societal attitudes towards in ovo gender determination as an alternative to chick culling. Agribusiness, 37(2), pp.306-323.",reithmayer2021,Reithmayer et al. (2021),improved_animal_welfare,egg,in ovo gender determination egg,1,0,0,1,2018,2018-2019,1,online,482,Europe,Germany,WTP,traditionalist,"refusers (indifferent, thus set to 0)",0,2.01,Euros/10 eggs,statista price for freilandhaltung of 2.01 in 2018,2.0099999999999998,0,0.03,0.28000000000000003,-0.22,0.32,0,0,1
"Reithmayer, C., Danne, M. and Mußhoff, O., 2021. Societal attitudes towards in ovo gender determination as an alternative to chick culling. Agribusiness, 37(2), pp.306-323.",reithmayer2021,Reithmayer et al. (2021),improved_animal_welfare,egg,in ovo gender determination egg,1,0,0,1,2018,2018-2019,1,online,482,Europe,Germany,WTP,price_sensitive,ethicists,8.26,10.27,Euros/10 eggs,statista price for freilandhaltung of 2.01 in 2018,2.0099999999999998,4.109452736318408,1.19,0.11,-0.54,0.13,2.1300664452361202,1.0597345498687167,0.41
"Reithmayer, C., Danne, M. and Mußhoff, O., 2021. Societal attitudes towards in ovo gender determination as an alternative to chick culling. Agribusiness, 37(2), pp.306-323.",reithmayer2021,Reithmayer et al. (2021),improved_animal_welfare,egg,in ovo gender determination egg,1,0,0,1,2018,2018-2019,1,online,482,Europe,Germany,WTP,technology_open,technology-savvy,0.42,2.4299999999999997,Euros/10 eggs,statista price for freilandhaltung of 2.01 in 2018,2.0099999999999998,0.208955223880597,0.37,0.14000000000000001,-1.72,0.23,0.16855112532792152,0.0838562812576724,0.2
